ISBN,책,KDC,대분류,씨앗,out_degree,in_degree
9791191056372,돈의 심리학 :당신은 왜 부자가 되지 못했는가,3,사회과학,True,23,6
9791158681883,(읽으면서 바로 써먹는) 어린이 속담,3,사회과학,False,0,6
9791164137527,흔한남매,8,문학,False,0,6
9791197377143,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",8,문학,False,0,6
9791158681746,(읽으면서 바로 써먹는) 어린이 수수께끼,3,사회과학,False,0,6
9791158681944,(읽으면서 바로 써먹는) 어린이 사자성어,7,언어,True,17,6
9791168418844,흔한남매,8,문학,False,0,6
9791198013026,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,3,사회과학,True,20,5
9791162540640,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,1,철학,True,25,5
9791193506516,(2500년 동안 사랑받은) 초역 부처의 말 :행복으로 가는 길은 없다 행복이 곧 길이다,2,종교,False,0,5
9791158682477,(읽으면서 바로 써먹는) 어린이 급수 한자 :6·7·8급,7,언어,False,0,5
9791164139897,흔한남매,8,문학,False,0,5
9791198682505,나를 소모하지 않는 현명한 태도에 관하여,1,철학,True,21,5
9791168415034,흔한남매 이상한 나라의 고전 읽기,8,문학,False,0,5
9791164134267,흔한남매,8,문학,True,0,4
9791168413955,흔한남매 이상한 나라의 고전 읽기,8,문학,False,0,4
9788949123493,순례 주택 :유은실 소설,8,문학,False,0,4
9791197221989,"첫 여름, 완주 :김금희 장편소설",,미상,False,0,4
9791192372730,"위버멘쉬 :누구의 시선도 아닌, 내 의지대로 살겠다는 선언",1,철학,False,0,4
9791164136261,흔한남매,8,문학,False,0,4
9788954681155,홍학의 자리 :정해연 장편소설,8,문학,False,0,4
9788954681179,밝은 밤 :최은영 장편소설,8,문학,True,23,4
9791158510619,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,3,사회과학,True,25,4
9791173473968,흔한남매,8,문학,False,0,4
9788934965404,국어 잘하는 아이가 이깁니다 :'갓민애' 교수의 초등 국어 달인 만들기,3,사회과학,False,0,4
9791158681609,(읽으면서 바로 써먹는) 어린이 퀴즈,0,총류,True,19,4
9788954695053,아주 희미한 빛으로도 :최은영 소설,8,문학,False,0,4
9791190538510,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,1,철학,True,22,4
9791164135592,흔한남매,8,문학,False,0,4
9791167742063,"경험의 멸종 :기술이 경험을 대체하는 시대, 인간은 계속 인간일 수 있을까",3,사회과학,False,0,3
9791192300245,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,1,철학,True,24,3
9788954677158,긴긴밤,8,문학,False,0,3
9791141606862,저속노화 식사법 :노년내과 의사가 알려주는 기적의 식단 혁명,5,기술과학,False,0,3
9791168415409,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,4,자연과학,False,0,3
9791161571768,나의 돈키호테 :김호연 장편소설,8,문학,False,0,3
9791158883591,부자 아빠 가난한 아빠 :20주년 특별 기념판,3,사회과학,False,0,3
9791168342941,박곰희 연금 부자 수업 :4개의 통장으로 월 300만원 만들기,3,사회과학,False,0,3
9791168416314,흔한남매 이상한 나라의 고전 읽기,8,문학,False,0,3
9791158682880,(읽으면서 바로 써먹는) 어린이 스도쿠 :학교 괴담,,미상,False,0,3
9791158682446,(읽으면서 바로 써먹는) 어린이 수수께끼 :공포 특급,3,사회과학,False,0,3
9791192579504,바다가 들리는 편의점,8,문학,False,0,3
9791192625553,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,1,철학,True,23,3
9791193904671,"돈의 방정식 :돈을 지위와 성공의 기준, 그 이상으로 다루기 위한 21가지 이야기",3,사회과학,False,0,3
9788936447694,고양이 해결사 깜냥,8,문학,True,6,3
9791198752406,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,5,기술과학,True,21,3
9791158682248,(읽으면서 바로 써먹는) 어린이 한국사 퀴즈,9,역사,False,0,3
9791198621405,어차피 남들은 나에게 관심 없다 :쇼펜하우어의 인간관계 철학,1,철학,False,0,3
9791162544327,렛뎀 이론 :인생이 '나'로 충만해지는 내버려두기의 기술,1,철학,False,0,3
9788936439651,대온실 수리 보고서 :김금희 장편소설,8,문학,False,0,3
9791158682934,(읽으면서 바로 써먹는) 어린이 OX 퀴즈,0,총류,False,0,3
9791193506387,혼자일 수 없다면 나아갈 수 없다 :프리드리히 니체 아포리즘,1,철학,False,0,2
9791190630184,놓지 마 과학!,4,자연과학,False,0,2
9791188073559,축구를 하며 생각한 것들 :손흥민 첫 에세이,,미상,False,0,2
9791158364120,꽁꽁꽁 캠핑 :윤정주 그림책,8,문학,False,0,2
9788954651134,흰 :한강 소설,8,문학,False,0,2
9791193262122,일류의 조건,3,사회과학,False,0,2
9791173323027,호의에 대하여 :문형배 에세이,,미상,False,0,2
9791190007726,야구 만화 도감 :어려울 줄 알았는데 재밌어!,,미상,False,0,2
9791190409124,똥볶이 할멈 :K-히어로 판타지,8,문학,False,0,2
9788972977322,지극히 인간적인 삶에 대하여 :쇼펜하우어 《인생론》으로 되찾는 삶의 의미,1,철학,False,0,2
9791164136223,(흔한남매) 안 흔한 일기,8,문학,False,0,2
9791173471780,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,4,자연과학,False,0,2
9788934935001,왜 우리는 매일 거대도시로 향하는가 :교통지옥에 갇힌 도시생활자의 기쁨과 슬픔,3,사회과학,False,0,2
9791195463800,상상하지 말라 :그들이 말하지 않는 진짜 욕망을 보는 법,3,사회과학,False,0,2
9788927808121,행운에 속지 마라 :불확실한 시대에 살아남는 투자 생존법,3,사회과학,False,0,2
9788934946601,놓지 마 맞춤법 2 - 불꽃 튀는 본선 속으로,,미상,False,0,2
9788932475011,우리가 작별 인사를 할 때마다,8,문학,False,0,2
9788947549158,브레인포그 :내 삶의 몰입과 집중을 되찾는 10가지 방법,1,철학,False,0,2
9791168120266,놓지 마 과학!,4,자연과학,False,0,2
9791155402306,삶이라는 지옥을 건너는 70가지 방법 :어제의 불행이 오늘의 행복이 되는 쇼펜하우어의 지혜,1,철학,False,0,2
9791169850681,깨진 틈이 있어야 그 사이로 빛이 들어온다 :차라투스트라는 이렇게 말했다,1,철학,False,0,2
9788954616515,희랍어 시간 :한강 장편소설,8,문학,False,0,2
9788949161341,만복이네 떡집,8,문학,False,0,2
9791198173898,비가 오면 열리는 상점 =유영광 장편소설 /The rainbow goblin store,8,문학,False,0,2
9788950983079,정재승의 인간 탐구 보고서,5,기술과학,True,0,2
9788936448523,고양이 해결사 깜냥,8,문학,False,0,2
9791164131686,흔한남매,8,문학,False,0,2
9791194627074,"저속노화 마인드셋 :노년내과 의사가 알려주는, 내 몸의 주도권을 되찾고 무너진 삶을 회복하는 법",5,기술과학,False,0,2
9791190382502,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",6,예술,True,22,2
9791130677774,웰씽킹 =부를 창조하는 생각의 뿌리 /Wealthinking,3,사회과학,False,0,2
9788936448370,고양이 해결사 깜냥,8,문학,False,0,2
9788901090184,클루지 :생각의 역사를 뒤집는 기막힌 발견,1,철학,False,0,2
9791168126336,놓지 마 과학!,4,자연과학,False,0,2
9791158682309,(읽으면서 바로 써먹는) 어린이 한국사 퀴즈,9,역사,False,0,2
9791193937112,만일 나에게 단 한 번의 아침이 남아 있다면 :오늘이 끝나기 전 반드시 깨달아야 할 것들,3,사회과학,False,0,2
9791193401583,최소한의 삼국지 :최태성의 삼국지 고전 특강,,미상,False,0,2
9791191859836,나는 읽고 쓰고 버린다 :손웅정의 말,6,예술,True,21,2
9788954691673,트러스트 :에르난 디아스 장편소설,8,문학,False,0,2
9788932023533,노랑무늬영원 :한강 소설집,,미상,False,0,2
9791171712267,놓지 마 과학!,4,자연과학,False,0,2
9791193128992,요즘 어른을 위한 최소한의 한국사,,미상,False,0,2
9791188719167,"지속가능한 나이듦 :노년의 질병, 어떻게 대비할 것인가",5,기술과학,False,0,2
9788936434595,채식주의자 :한강 장편소설,8,문학,False,0,2
9791198530325,메리골드 마음 사진관 =윤정은 장편소설 /Marigold mind photo studio,8,문학,False,0,2
9791198682550,너에게 들려주는 단단한 말,1,철학,False,0,2
9791168418905,(흔한남매) 흔한 게임,8,문학,False,0,2
9791193506981,아이의 뇌 =뇌과학에서 찾아낸 4가지 양육 원칙 /A child's brain,5,기술과학,False,0,2
9791130697529,거인의 노트 :인생에서 무엇을 보고 어떻게 기록할 것인가,3,사회과학,False,0,2
9788932020006,"바람이 분다, 가라 :한강 장편소설",8,문학,False,0,2
9791192372655,결코 나의 운명을 원망하지 않으리라 :쇼펜하우어의 인생에 대한 조언(1851),1,철학,False,0,2
9791130648385,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,6,예술,True,23,2
9791188719204,"지속가능한 나이듦 :노화와 질병, 거스를 수 없다면 미리 준비하라",5,기술과학,False,0,2
9791168411692,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,6,예술,False,0,2
9788954680004,이토록 평범한 미래 :김연수 소설,8,문학,False,0,2
9788932034812,여수의 사랑 :한강 소설집,,미상,False,0,2
9791168122369,놓지 마 과학!,4,자연과학,True,1,2
9791193401217,"다시, 역사의 쓸모 :합리적이고 품위 있는 선택을 위한 20가지 지혜",9,역사,False,0,2
9788950920043,네 인생 우습지 않다 :인생 일타강사 전한길의 50가지 행복론,3,사회과학,False,0,2
9791198553317,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,5,기술과학,True,21,2
9791158512859,나는 나의 스무 살을 가장 존중한다,3,사회과학,False,0,2
9788950941819,"(세상에서 가장 쉬운) 본질육아 :삶의 근본을 보여주는 부모, 삶을 스스로 개척하는 아이",5,기술과학,False,0,2
9788936447861,고양이 해결사 깜냥,8,문학,False,0,2
9788954640718,흰 :한강 소설,8,문학,False,0,2
9788932022802,여수의 사랑,,미상,False,0,2
9791190007245,야구 만화 도감 :어려울 줄 알았는데 재밌어!,6,예술,False,0,2
9791187289616,상상하지 말라 :그들이 말하지 않는 진짜 욕망을 보는 법,3,사회과학,False,0,2
9791157686179,"인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain",5,기술과학,False,0,2
9791167090119,"쇼펜하우어 지금, 이 순간을 즐겨라",,미상,False,0,2
9791170402688,(쇼펜하우어의) 고독한 행복,1,철학,False,0,2
9791130633619,부자의 그릇 :돈을 다루는 능력을 키우는 법,3,사회과학,False,0,2
9788934971351,철학은 날씨를 바꾼다 :삶을 쓰다듬는 위안의 책,1,철학,False,0,2
9791158773120,(건강과 다이어트를 동시에 잡는) 채소·과일식 :단순하면서 자연스러운 가장 효과적인 식단,5,기술과학,False,0,2
9791187886921,부처스 크로싱,8,문학,False,0,2
9791139716146,행동하지 않으면 인생은 바뀌지 않는다 :위대한 변화를 이끌어내는 아주 작은 실행의 힘,3,사회과학,False,0,2
9788959897179,트렌드 코리아 2024 :청룡을 타고 비상하는 2024를 기원하며!,3,사회과학,False,0,2
9791193080146,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,5,기술과학,True,21,2
9788957365793,(EBS 다큐프라임) 자본주의,3,사회과학,False,0,2
9791185584454,나는 4시간만 일한다 :디지털 노마드 시대 완전히 새로운 삶의 방식,3,사회과학,False,0,2
9788934908760,놓지 마 속담,3,사회과학,False,0,2
9791168415355,(흔한남매) 별난 세계 여행,9,역사,True,19,2
9791190305310,놓지 마 과학!,4,자연과학,False,0,2
9791191824001,지구 끝의 온실 :김초엽 장편소설,8,문학,False,0,2
9788954697941,두 사람의 인터내셔널 :김기태 소설,8,문학,False,0,2
9791188073382,축구를 하며 생각한 것들 :손흥민 첫 에세이,,미상,False,0,2
9791194330424,"넥서스 :석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사",3,사회과학,False,0,2
9788934979968,놓지 마 어휘 한자어 4,,미상,False,0,2
9791191043754,세상의 마지막 기차역,8,문학,False,0,2
9791193904664,부에 이르는 가장 단순한 길 :경제적 독립과 자유를 위한 콜린스의 3원칙,3,사회과학,False,0,2
9791140702589,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,5,기술과학,True,25,2
9791168413931,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,4,자연과학,False,0,2
9791164134847,흔한남매,8,문학,False,0,2
9791165341909,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,8,문학,True,14,2
9791130698199,맡겨진 소녀 :클레어 키건 소설,8,문학,False,0,2
9791169850445,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,1,철학,True,23,2
9791191114225,작별인사 :김영하 장편소설,8,문학,False,0,2
9788936433598,채식주의자:한강 연작소설,8,문학,False,0,2
9791162950340,빨치산의 딸 :정지아 장편소설,,미상,False,0,1
9788925575186,(그깟 공놀이에 일희일비하는 야구팬을 위한) 야구잡썰,,미상,False,0,1
9791170435488,역사를 보다 :역사를 뒤흔든 결정적 순간의 재밌고 놀라운 재발견,,미상,False,0,1
9791169851305,부모의 내면이 아이의 세상이 된다 :소아정신과 최고 권위자 대니얼 J. 시겔의 40년 연구 결실을 담은 9가지 육아 원칙,5,기술과학,False,0,1
9791170610359,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,3,사회과학,True,19,1
9791157844876,(상위 1% 아이가 하고 있는) 서울대 아빠식 문해력 독서법 :독서법부터 다른 영재원 과학고 아이들의 비밀,0,총류,False,0,1
9791186494592,(네모아저씨의) 페이퍼 애니멀 :한 장으로 접는 입체 동물 40점,,미상,False,0,1
9791194616054,(설민석의) 그리스 로마 신화 대모험,2,종교,False,0,1
9791158362249,"용기를 내, 비닐장갑! :유설화 그림책",8,문학,False,0,1
9788954637107,가짜 팔로 하는 포옹 :김중혁 소설,8,문학,False,0,1
9791193128831,"쇼펜하우어의 말 - 인생을 살아내기 위한 철학, 에센셜판",,미상,False,0,1
9788970127248,"총, 균, 쇠 :무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",3,사회과학,False,0,1
9791165214814,아들과의 대화법 :완벽한 엄마가 될 수 없다면 대화하는 엄마가 되세요,5,기술과학,False,0,1
9791170621270,(타키·포오의) 이세계 여행사,8,문학,False,0,1
9791130665849,Who? 김도영 =Kim Do Yeong,,미상,False,0,1
9788934977841,호모 데우스 :미래의 역사,,미상,False,0,1
9791173320385,놓지 마 맞춤법,,미상,False,0,1
9791173323881,박용우의 마이 옵티멀 다이어트 - 살찌지 않는 몸을 위한 최적의 식사 전략,,미상,False,0,1
9791190007412,단순할 줄 알았는데 짜릿해! 농구 만화 도감,,미상,False,0,1
9791197667312,"80년대생 학부모, 당신은 누구십니까 :우리의 미래를 좌우할 새로운 세대 발견, 더 하이퍼리얼 보고서",,미상,False,0,1
9788901285894,불안 세대 :디지털 세계는 우리 아이들을 어떻게 병들게 하는가,3,사회과학,False,0,1
9791168414075,에그박사 :Egg&bugs,4,자연과학,False,0,1
9791193866030,평범하여 찬란한 삶을 향한 찬사 :완벽하지 않아 완전한 삶에 대하여,1,철학,False,0,1
9791193842010,내 아이를 위한 사교육은 없다 :사교육을 이기고 상위 1%로 도약하는 힘,3,사회과학,False,0,1
9788957980248,참 좋은 짝:손동연동시집,8,문학,False,0,1
9791169254120,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,0,총류,False,0,1
9791190499460,누구를 보낼까요?,8,문학,False,0,1
9791193506455,감정의 이해,1,철학,False,0,1
9788932034836,노랑무늬영원 :한강 소설집,,미상,False,0,1
9791164138425,에그박사 :Egg&bugs,4,자연과학,False,0,1
9791172456597,타키·포오 탐정사무소,9,역사,False,0,1
9788936439507,봄빛 :정지아 소설집,,미상,False,0,1
9791159253294,(역사멘토 최태성의) 한국사,,미상,False,0,1
9788934950974,행복한 노인은 늙지 않는다 :당신이 몰랐던 노화에 관한 오해와 진실,5,기술과학,False,0,1
9791196848101,그 집 아들 독서법 :사교육 중심지 대치동에서 '독서'로 살아남은 브릭 독서의 비밀,0,총류,False,0,1
9791193540039,강원국x김민식 말하기의 태도,,미상,False,0,1
9791130604787,부자의 그릇 :남을 위해 돈 쓰는 능력을 키우는 법,3,사회과학,False,0,1
9791189686536,"이 책은 돈 버는 법에 관한 이야기 :서민갑부 고명환의 생각법, 독서법, 장사법",3,사회과학,False,0,1
9791168340039,아직 오지 않은 날들을 위하여 :세계적 지성이 전하는 나이듦의 새로운 태도,1,철학,False,0,1
9788955820843,뜨고 지고!,7,언어,False,0,1
9788965964049,습관의 디테일 :위대한 변화를 만드는 사소한 행동 설계,1,철학,False,0,1
9791130660530,Who? 이강인 =Kang In,,미상,False,0,1
9788901248974,탤런트 코드 :재능을 지배하는 세 가지 법칙,1,철학,False,0,1
9791165211653,인생의 태도 :행복한 이기주의자로 평생 살아보니 알게 된 것들,1,철학,False,0,1
9791193939000,나만의 리틀 포레스트에 산다,,미상,False,0,1
9791190977906,이 진리가 당신에게 닿기를 :전 세계를 울린 영혼의 치유자가 전하는 다섯 가지 삶의 지혜,1,철학,False,0,1
9788959090532,원더풀 사이언스 :아름다운 기초과학 산책,4,자연과학,False,0,1
9791168342118,(김민형 교수의) 수학 추리 탐험대 :초등학생을 위한 이야기 수학,4,자연과학,False,0,1
9791171178636,천 번을 흔들리며 아이는 어른이 됩니다 :사춘기 성장 근육을 키우는 뇌·마음 만들기,,미상,False,0,1
9791190896979,(초등학생이 알아야 할) 세상의 비밀 100가지,0,총류,False,0,1
9788970755205,어느 날 니체가 내 삶을 흔들었다 :니체와 함께하는 철학 산책,1,철학,False,0,1
9791194033585,"(성적 초격차를 만드는) 독서력 수업 :읽고, 쓰고, 생각하는 공부머리, 초등에서 완성하라",0,총류,False,0,1
9791193937068,부자의 마지막 가르침 :삶의 자유를 위한 부의 알고리즘,3,사회과학,False,0,1
9791198553379,(박용우 박사의) 스위치온 다이어트 레시피북 :살찌지 않는 건강한 몸으로 되돌리는 4주 다이어트 식단,5,기술과학,False,0,1
9788901230658,시작의 기술 :침대에 누워서 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기,1,철학,False,0,1
9791139717891,니체의 자존감 수업 :니체에게서 배우는 나를 사랑하고 긍정하는 기술,1,철학,False,0,1
9791168416840,에그박사 :Egg&bugs,4,자연과학,False,0,1
9791186494561,(네모아저씨의) 페이퍼 블레이드,,미상,False,0,1
9788934989882,놓지 마 어휘 :한자어,7,언어,False,0,1
9791130655925,우연은 비켜 가지 않는다 :줄리언 반스 장편소설,,미상,False,0,1
9791173113444,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,,미상,False,0,1
9788934946793,흔한남매 과학 탐험대 6 : 물리 2,,미상,False,0,1
9791190908184,놓지 마 과학!,4,자연과학,False,0,1
9788973435197,다락방 미술관 :그림 속 숨어있는 이야기,,미상,False,0,1
9788993952858,극한의 경험 :유발 하라리의 전쟁 문화사,,미상,False,0,1
9788950972226,엄마의 자존감 공부 :천 번을 미안해도 나는 엄마다,3,사회과학,False,0,1
9788934946779,(곽재식의) 한국사 괴물 수사대,9,역사,False,0,1
9788966351176,멋지다!,8,문학,False,0,1
9791129715289,감량 혁명 =원하는 몸무게로 평생 사는 무노력 다이어트 전략 /Diet revolution,5,기술과학,False,0,1
9791185020211,(대한민국 다이어트 멘토 박용우 박사의) 4주 해독다이어트,5,기술과학,False,0,1
9791139716009,운동의 뇌과학 :불안장애에 시달린 뇌과학자가 발견한 7가지 운동의 힘,5,기술과학,False,0,1
9791168271999,부모의 어휘력 :정확히 말할수록 아이의 세상이 커지는 필수 어휘 126,5,기술과학,False,0,1
9788936442804,푸른 사자 와니니 :이현 장편동화,8,문학,False,0,1
9791189938642,파우스터 =김호연 장편소설 /Fauster,,미상,False,0,1
9788934980056,놓지 마 어휘 :한자어,7,언어,False,0,1
9791193506684,내장비만 :국민 주치의 이왕림 박사의 34년 비만 해독 연구 결정판,5,기술과학,False,0,1
9788932919584,우리는 왜 잠을 자야 할까 :수면과 꿈의 과학,5,기술과학,False,0,1
9791168415454,에그박사의 이건 누구 똥?!,4,자연과학,False,0,1
9791162205624,놓지 마 과학! 7 - 정신이 모험에 정신 놓다,4,자연과학,False,0,1
9791196067632,당신과 나 사이 :너무 멀어서 외롭지 않고 너무 가까워서 상처 입지 않는 거리를 찾는 법,1,철학,False,0,1
9791168272187,초등 공부 정서보다 중요한 것은 없습니다 :기분 상하지 않게 공부시키기 위한 부모의 대화법,,미상,False,0,1
9791193128787,(수천 년 세계사의 흐름이 통째로 이해되는) 요즘 어른을 위한 최소한의 전쟁사,,미상,False,0,1
9791187310112,(아이가 좋아하는) 종이접기 :아이큐 쑥쑥 재미 팡팡,,미상,False,0,1
9788934990987,놓지 마 어휘 :한자어,7,언어,True,16,1
9788998933012,"리더는 사람을 버리지 않는다 :40년간의 진실한 이야기 김성근, '리더'를 말하다",,미상,False,0,1
9791192504315,(백앤아) 고 고 캐치 고 바니몽,1,철학,False,0,1
9788934942566,머리는 이렇게 부스스해도,8,문학,False,0,1
9791190182737,놓지 마 과학!,4,자연과학,False,0,1
9791165347161,나의 돈 많은 고등학교 친구 :슈퍼리치와의 대화에서 찾아낸 부자의 길,3,사회과학,False,0,1
9788932473901,이기적 유전자,4,자연과학,False,0,1
9791198752444,"침묵을 배우는 시간 :말이 넘쳐나는 세상 속, 더욱 빛을 발하는 침묵의 품격",3,사회과학,False,0,1
9791192097978,지적 대화를 위한 넓고 얕은 지식 ∞ :지식과 지혜를 실천으로 이끄는 마음 여행서,0,총류,False,0,1
9791171249480,타키 포오의 코믹 어드벤처 6 - 캐릭온TV 오리지널 코믹스,,미상,False,0,1
9791196893149,(설민석의) 세계사 대모험,,미상,False,0,1
9788984143265,외딴 집 외딴 다락방에서,8,문학,False,0,1
9791190174756,"칵테일, 러브, 좀비",8,문학,False,0,1
9791190382915,생에 감사해,8,문학,False,0,1
9791169850179,아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전,1,철학,False,0,1
9791169092418,(소아정신건강의학과 의사가 들려주는) 모든 아이는 예민하다 =All children are sensitive,3,사회과학,False,0,1
9788950969301,정재승의 인간 탐구 보고서,5,기술과학,False,0,1
9791198013088,(열심히 살아봤지만 허무함에 지친 당신을 위한) 김미경의 딥마인드,3,사회과학,False,0,1
9788950986919,이 한마디가 나를 살렸다 :100번 넘어져도 101번 일으켜 세워준 김미경의 말,3,사회과학,False,0,1
9788976227973,(조이!365+) 대한민국대표 종이접기,,미상,False,0,1
9791189830069,호르메시스와 간헐적 단식 =Hormesis intermittent fasting,5,기술과학,False,0,1
9788934941330,(흔한 남매) 세계사 탐험대,,미상,False,0,1
9788954699372,눈부신 안부 :백수린 장편소설,8,문학,False,0,1
9791157327133,재미있고 공부가 되는 어린이 야구상식,,미상,False,0,1
9791168270695,5~10세 아들 육아는 책읽기가 전부다 :아들의 약점은 채우고 강점을 키우는 기적의 책육아 로드맵,0,총류,False,0,1
9791130673332,남극 :클레어 키건 소설,,미상,False,0,1
9788954772600,(도슨트 정우철의) 미술 극장,,미상,False,0,1
9791190977173,주식시장의 17가지 미신 :왜 대다수의 투자자는 시장에서 돈을 잃는가,3,사회과학,False,0,1
9788952242433,나는 오늘도 너에게 화를 냈다 :엄마들의 고민을 명쾌하게 풀어낸 아홉 가지 현실 육아 솔루션,5,기술과학,False,0,1
9791167552372,"왜 유명한 거야, 이 도시?",,미상,False,0,1
9791192005447,10배 마인드셋 :10배가 2배보다 쉽다,3,사회과학,False,0,1
9791192389400,의학의 대가들 :심장병부터 출산까지 인류의 가장 위험한 적과 싸운 의사들의 이야기,5,기술과학,False,0,1
9788949162058,소원 떡집,8,문학,False,0,1
9791165346652,장사의 神 :블랙에디션,3,사회과학,False,0,1
9791190090261,천 개의 파랑 :천선란 장편소설,8,문학,False,0,1
9791169794893,타키포오 코믹 어드벤처,8,문학,False,0,1
9788965966647,도파민 디톡스 :쾌락과 고통에 지배당한 뇌를 되돌려라,1,철학,False,0,1
